U.C[V]	I.C[A/cm2]
0.19906721020408172	3.606520102040817
0.24862777346938764	3.5338961224489793
0.29894281632653075	3.4302848129251697
0.34895090612244895	3.310484761904761
0.39846198367346947	3.163234251700681
0.44883840816326565	2.9752029251700685
0.4979455000000001	2.7503518877551016
0.5477516183673469	2.455764557823128
0.5978270448979592	2.0691481462585033
0.6473578999999999	1.5892482653061226
0.6970729244897957	1.0583467517006802
0.7474949367346936	0.6090970850340138
0.7774395918367346	0.3879395493197278
0.7971683612244899	0.2681722789115646
0.8171664653061229	0.17624198129251703
0.836524942857143	0.11054869897959185
0.8570517795918364	0.062208273469387766
0.8771944142857143	0.03352812704081631
0.8965603999999999	0.017680627666666664
0.9164241041666666	0.008695376874999999
0.9366416080000002	0.004701555566666666
0.9637633999999999	0.0
