U.C[V]	I.C[A/cm2]
0.19902877346938774	3.1789280782312916
0.2488242020408164	3.099243214285713
0.29863607755102034	3.0055900510204077
0.3488077959183672	2.883240527210884
0.3984130959183673	2.7388079931972777
0.44862767959183664	2.557995561224489
0.49800465918367354	2.336153333333333
0.5479717163265306	2.0664722278911576
0.5978178102040816	1.7189178231292515
0.6481351163265305	1.2853169387755101
0.697567830612245	0.8399408503401358
0.747591359183673	0.4655397176870748
0.7775204653061225	0.2884636938775511
0.7973482265306121	0.1996548163265306
0.8173903551020408	0.13219992687074833
0.837208555102041	0.08461154251700677
0.8570661448979591	0.05052818350340137
0.8772211734693878	0.027913082993197287
0.897031696	0.013956020666666668
0.9168529374999999	0.006384340659722222
0.9370169625000004	0.0023940738194444438
0.980584948	0.0
