I.C[A/cm2]	HFR[mOhm*cm2]
0.08333333333333333	35.2704
0.13333333333333333	35.005199999999995
0.19999999999999998	34.7376
0.29166666666666663	35.241600000000005
0.4666666666666666	34.66439999999999
0.8416666666666666	34.02
1.2833333333333332	34.1832
1.7166666666666668	34.086
2.0666666666666664	34.3296
2.333333333333333	34.9824
2.558333333333333	36.1044
2.7416666666666663	37.4784
2.8833333333333333	38.333999999999996
