U.C[V]	I.C[A/cm2]
0.19910719591836726	3.574002840136055
0.24873878163265306	3.496062857142857
0.2986994591836734	3.400645153061224
0.34874590408163275	3.2923558503401353
0.39852194081632647	3.1127102380952376
0.4485845142857144	2.885183911564625
0.49812616530612247	2.5907259183673466
0.5479400489795918	2.2040570748299313
0.5978818897959184	1.75331943877551
0.6480760530612247	1.285621462585034
0.6975663000000002	0.8438747959183673
0.7475993102040817	0.47197593197278925
0.7775282591836736	0.28399963945578244
0.7973703040816328	0.18016519047619045
0.8174054040816324	0.1032481343537415
0.8372426653061225	0.05534454795918368
0.8571067306122448	0.028117505272108854
0.8772685326530615	0.013317490476190477
0.8970889319999997	0.005793025766666666
0.9169372999999998	0.0022571308333333333
0.9371113416666667	0.000579264597222222
0.984524676	0.0
