U.C[V]	I.C[A/cm2]
0.19917996734693882	3.1556621258503412
0.24892583469387755	3.0645517176870745
0.29874179387755107	2.954905731292517
0.3489502346938776	2.815457925170067
0.39868260204081635	2.6564997108843538
0.448709975510204	2.4821714115646256
0.49847765102040825	2.2668036564625846
0.5481661020408161	2.001866224489796
0.5982180102040817	1.6691105442176868
0.648295612244898	1.259272670068027
0.6978917081632653	0.7809879744897958
0.7479468204081633	0.4148945527210884
0.7778858632653063	0.2595237006802722
0.797731418367347	0.18536131292517002
0.817793181632653	0.12855106972789113
0.8376458040816326	0.08734453401360545
0.8575251081632652	0.05469767006802723
0.8777102428571426	0.030861745578231296
0.89754926	0.014972147333333335
0.9174046416666667	0.005918122013888889
0.9376085279999999	0.0011035255
0.9553325640000001	0.0
