U.C[V]	I.C[A/cm2]
0.19897810816326536	3.618838384353741
0.24906144489795906	3.5505458673469388
0.2986774673469389	3.46678399659864
0.3486340816326529	3.3589568707482984
0.3984916857142857	3.214013554421769
0.4486780020408165	3.0379514285714295
0.49802468979591835	2.8048166326530612
0.5476961571428571	2.4953853571428577
0.5978290244897958	2.08571130952381
0.6479539755102044	1.5774190476190477
0.6974056244897957	1.0447572278911557
0.7475087877551019	0.5879191122448978
0.7772296714285716	0.3617848027210884
0.7968911224489797	0.2438108112244898
0.8169387428571427	0.15376428571428571
0.8368398081632652	0.09291614115646257
0.8568557387755102	0.05146915646258504
0.8769449081632653	0.026827998469387757
0.8968320999999999	0.012908196999999996
0.9166223519999999	0.006604077333333334
0.936870596	0.0030408803000000002
0.9758873041666667	0.0
