I.C[A/cm2]	HFR[mOhm*cm2]
0.09166666666666667	34.4508
0.14166666666666666	34.7664
0.20833333333333331	34.7268
0.3	34.3836
0.475	33.885600000000004
0.8583333333333334	33.9552
1.325	33.5364
1.75	33.735600000000005
2.091666666666667	34.0752
2.3499999999999996	34.9572
2.5666666666666664	36.144
2.7416666666666663	37.405199999999994
2.8916666666666666	38.2872
