U.C[V]	I.C[A/cm2]
0.1991967346938776	3.2097103231292516
0.24893637142857147	3.1324534863945583
0.2986992306122449	3.0442923129251698
0.34897454081632656	2.932666003401361
0.39870042040816317	2.7881232142857137
0.44864099999999996	2.600147602040816
0.4984763020408164	2.3584601700680263
0.5480568591836735	2.0438690986394548
0.598390575510204	1.63790619047619
0.6481109326530615	1.1766709013605436
0.6979369469387756	0.7243753503401358
0.7479964551020409	0.3982638435374149
0.7779549469387756	0.25392761054421775
0.7978034122448979	0.1816277738095238
0.8178712918367345	0.12477663775510206
0.8377229653061224	0.08292462534013605
0.8576189326530607	0.05031547465986395
0.877825806122449	0.02773863809523809
0.8977072416666667	0.013655575694444443
0.9176284960000001	0.005983622133333332
0.9379489208333333	0.0020454240624999996
0.9676509879999999	0.0
