U.C[V]	I.C[A/cm2]
0.19911737346938774	3.0642578911564624
0.24893357755102044	3.006882431972789
0.2988090734693878	2.9281814625850338
0.348788412244898	2.816240969387755
0.39871425714285713	2.6713737585034014
0.44862122244897956	2.4683993367346937
0.49847438367346936	2.206002312925169
0.5480397183673471	1.8790371768707486
0.5983697306122451	1.4719243537414965
0.6481573204081633	1.0426839115646258
0.6979524306122451	0.6419122091836735
0.7480149020408164	0.35933528401360537
0.7779730653061225	0.2221259098639456
0.7978263122448981	0.15240762755102039
0.8178861816326528	0.09993809863945577
0.8377427510204077	0.062165767517006795
0.8576247081632654	0.03555334336734693
0.8778311653061224	0.01841953826530612
0.8976944400000001	0.008397649666666666
0.9175809791666668	0.003223012777777778
0.9378324439999999	0.00065968454
0.957624644	0.0
