I.C[A/cm2]	HFR[mOhm*cm2]
0.075	36.018
0.125	35.808
0.19166666666666665	35.502
0.27499999999999997	35.0028
0.44166666666666665	35.556
0.8083333333333332	34.7028
1.2333333333333334	34.801199999999994
1.65	34.321200000000005
2.0083333333333333	34.411199999999994
2.2916666666666665	35.071200000000005
2.525	36.120000000000005
2.6999999999999997	37.5336
2.85	38.465999999999994
