U.C[V]	I.C[A/cm2]
0.19898391836734697	3.150792670068027
0.24880625714285715	3.0702680272108838
0.2985389857142857	2.980530833333333
0.3487597591836734	2.8525595918367346
0.3984085836734695	2.6974989625850343
0.4485454510204081	2.526603197278911
0.4982068755102041	2.2951146088435377
0.5477082163265308	2.0105136054421764
0.5980741673469385	1.6488832653061227
0.6478196693877553	1.2282775170068028
0.697592457142857	0.8017465340136054
0.7476208693877551	0.442505413265306
0.7775597285714289	0.27367911734693884
0.7974025510204081	0.18751127721088434
0.8174560102040819	0.12231842346938777
0.8373008306122449	0.07712919217687077
0.8571845448979593	0.0453632238095238
0.8773947959183673	0.024664318877551026
0.8972823916666668	0.012299390277777775
0.9172186541666666	0.005728043472222223
0.9373857879999999	0.0022149510999999998
0.9857760200000001	0.0
