U.C[V]	I.C[A/cm2]
0.19904201428571436	3.1885847108843546
0.24887834897959182	3.0830437074829935
0.2985517653061224	2.9764994217687075
0.3488278469387755	2.8405363605442173
0.398385957142857	2.6900285544217675
0.4486726693877551	2.5140273129251693
0.4981254816326531	2.3020593877551025
0.5479508734693878	2.0605871598639456
0.5978485530612245	1.7493892517006797
0.6480632367346937	1.3525580102040815
0.6975546306122448	0.8717494387755103
0.747582930612245	0.48847014115646253
0.7775169122448982	0.3089529727891156
0.797350302040816	0.21900969217687072
0.8173975367346935	0.1494779931972789
0.837220210204082	0.09788251530612244
0.8570850142857143	0.060119943367346926
0.8772397775510206	0.034276922619047606
0.8970608200000001	0.017689389333333333
0.9169078999999999	0.008032947833333333
0.9370749959999999	0.002806794466666667
0.9714127080000003	0.0
