U.C[V]	I.C[A/cm2]
0.19914881632653064	2.7088567517006803
0.24885564897959184	2.6323723639455783
0.29871431224489803	2.5551523639455778
0.3489168632653062	2.473044336734693
0.39850193673469403	2.364616717687075
0.44880876122448987	2.2412888945578224
0.49821334489795915	2.1057440986394553
0.5482720979591835	1.95061119047619
0.5981818326530611	1.7777012244897956
0.6484420469387755	1.5205646088435372
0.6980793693877548	1.1373517517006801
0.7480141673469387	0.726898207482993
0.7779643020408162	0.48407576870748287
0.7978102591836734	0.3451957619047619
0.8178644346938778	0.23082510714285712
0.8377046306122449	0.1443802108843537
0.8575627061224489	0.08250571904761905
0.8777369979591839	0.043354943027210886
0.8975442199999998	0.020765947999999992
0.9174186839999998	0.009093078333333334
0.9376053119999997	0.0035982665666666664
1.0179997083333334	0.0
