U.C[V]	I.C[A/cm2]
0.19911107755102042	3.6419892346938774
0.24885611020408166	3.5708175850340145
0.2986743142857143	3.480340459183674
0.3487954918367348	3.3645779761904757
0.3985066346938774	3.2112902721088443
0.44848698571428575	2.9940008843537425
0.4982301571428572	2.7198138605442184
0.5479427489795918	2.356931326530612
0.5979203102040817	1.9025300340136053
0.6480661224489799	1.3972586564625846
0.6975880693877549	0.9104819727891155
0.7476203979591838	0.5124730714285713
0.7775502897959184	0.3159469931972789
0.7973921285714285	0.20727216496598638
0.8174398265306124	0.1254390459183673
0.8372715530612246	0.07164383826530614
0.8571362020408164	0.038045175850340146
0.8773066469387754	0.01895564472789116
0.897132072	0.008645425333333333
0.9169875583333332	0.003670931666666666
0.9371850719999998	0.0012353688
0.9829775559999999	0.0
