U.C[V]	I.C[A/cm2]
0.1991174551020408	2.295926156462584
0.24877378775510203	2.2136638435374145
0.2987618612244897	2.1133567006802725
0.34874612653061227	2.0060306462585036
0.39864017142857144	1.8912533503401365
0.4486053163265306	1.7625212244897956
0.4984206795918367	1.6069511224489796
0.5480098306122451	1.4421118537414963
0.5983847816326531	1.2576691496598642
0.6481521979591837	1.009734574829932
0.6979460816326528	0.7098147108843538
0.7480183387755104	0.41459796938775517
0.7779636428571428	0.2416926088435374
0.7978060979591834	0.15103172448979593
0.8178647591836732	0.08774728571428571
0.8377186816326533	0.04848375323129251
0.8576125653061225	0.025647868877551015
0.8778115428571431	0.012621864795918364
0.8976941719999999	0.005670215399999999
0.9176133479999998	0.002348948633333333
0.9379270920000002	0.0008418283233333334
1.0103819166666665	0.0
