U.C[V]	I.C[A/cm2]
0.1990077979591836	3.426867023809524
0.2486832163265304	3.3560036394557824
0.29854677142857156	3.2549630952380952
0.3490835938775511	3.126233333333334
0.39820851632653054	2.95571130952381
0.44811760816326524	2.7343440816326536
0.4978148040816327	2.46372731292517
0.5480922040816324	2.1116069727891147
0.5977438632653059	1.7007400510204083
0.6475559265306121	1.25866350340136
0.6974135530612244	0.8256274557823131
0.747144412244898	0.44477748809523804
0.7773722571428571	0.25867529931972794
0.7970871857142858	0.1612541071428571
0.8169328000000001	0.0926076700680272
0.8371368428571428	0.051008496598639465
0.8564160999999997	0.027823354081632657
0.8767052877551017	0.01444778792517007
0.8965759320000001	0.006628262499999999
0.9170298879999997	0.0035003881999999997
0.9360283400000001	0.0020976771999999992
0.9881179519999997	0.0
