I.C[A/cm2]	HFR[mOhm*cm2]
0.06666666666666667	36.980399999999996
0.10833333333333334	36.5208
0.16666666666666666	36.4368
0.25	36.1416
0.41666666666666663	35.5236
0.7666666666666666	35.3304
1.1666666666666665	35.044799999999995
1.5666666666666667	34.4268
1.925	34.3092
2.2249999999999996	34.95
2.466666666666667	36.1908
2.675	37.3632
2.8166666666666664	38.4096
