U.C[V]	I.C[A/cm2]
0.19903987346938773	3.2464463435374142
0.24894024489795918	3.1611683333333334
0.29882286122448987	3.0688019557823134
0.34894291224489815	2.9556259863945575
0.39857422040816326	2.814207023809523
0.4488448918367347	2.6324201020408156
0.4982410408163266	2.3997270238095236
0.5482774734693877	2.097500204081632
0.598119867346939	1.7092435884353743
0.6485278530612242	1.2369099489795916
0.6979235408163263	0.7661512993197276
0.7479789081632652	0.4181102976190476
0.7779218918367345	0.26680263605442167
0.797768893877551	0.19215966496598635
0.8178205918367346	0.13407942006802723
0.8376543510204083	0.09051706632653062
0.8575151040816329	0.056392024319727896
0.8776820346938774	0.031868888095238086
0.8975006240000003	0.01608407166666666
0.9173396680000002	0.007134824566666665
0.9375106041666665	0.002479963020833333
0.970337544	0.0
