U.C[V]	I.C[A/cm2]
0.19913602857142854	2.511087925170067
0.24883515306122453	2.4348116156462587
0.2986826979591837	2.362743792517007
0.34888229183673475	2.273567040816327
0.39855308979591836	2.1666630612244893
0.4487447183673467	2.0463076700680265
0.49832057551020403	1.8918361394557826
0.5482098714285714	1.7319058673469387
0.5982048632653062	1.5637280102040818
0.6484012387755103	1.3072243367346938
0.6979713387755103	0.9461465306122451
0.7480287367346938	0.5667414234693878
0.7779672673469389	0.35205524319727904
0.7978224959183674	0.23214943367346944
0.8178734122448977	0.14492189795918367
0.8377040326530613	0.08519652210884354
0.8575908591836733	0.04659241887755101
0.877771224489796	0.02393499676870749
0.89759092	0.011247066666666668
0.9174423200000001	0.004955064633333334
0.9376553958333332	0.0018552592708333331
1.01754452	0.0
