U.C[V]	I.C[A/cm2]
0.19960583265306123	3.5838078911564613
0.24898620408163252	3.5169751530612245
0.29862597959183684	3.4230047959183665
0.34881230204081626	3.3091603741496596
0.3983332714285714	3.1628641326530618
0.4484938530612245	2.9652659863945576
0.4977732122448979	2.7283307482993195
0.5475199183673469	2.3975940136054414
0.5974626836734692	1.9813801530612243
0.6480133795918368	1.4833130782312929
0.6970828326530611	0.980318469387755
0.7471325224489793	0.54210818877551
0.7772851204081634	0.3261412976190477
0.7970733163265307	0.21533219897959188
0.8171744061224492	0.1322778180272109
0.8369467367346937	0.07723727397959186
0.8564893612244896	0.043152613775510204
0.8767171795918366	0.022262541496598634
0.8967932919999997	0.01065902933333333
0.9164360439999997	0.005854355399999999
0.93622225	0.003136272986111112
0.9816014200000002	0.0
