I.C[A/cm2]	HFR[mOhm*cm2]
0.13333333333333333	32.442
0.21666666666666667	32.388
0.3333333333333333	32.202
0.4666666666666666	31.715999999999998
0.7166666666666666	31.121999999999996
1.1416666666666666	30.212400000000002
1.5333333333333332	30.003600000000002
1.7916666666666665	30.3888
1.9499999999999997	30.7812
2.1083333333333334	31.4448
2.2416666666666663	32.4096
2.3583333333333334	33.319199999999995
2.4499999999999997	32.9376
