U.C[V]	I.C[A/cm2]
0.1990763163265306	2.672643639455782
0.24891108775510196	2.6136220578231297
0.2986331408163265	2.5336238095238097
0.34892741836734686	2.455078741496599
0.39849663673469377	2.3581442517006796
0.44880260408163275	2.244208741496598
0.4982404224489796	2.1051009183673464
0.54825946122449	1.949766139455782
0.5981388020408164	1.7889392857142856
0.6485147591836736	1.5361144727891158
0.6979982122448979	1.1344896258503403
0.7480525387755103	0.7121947500000001
0.7779980918367346	0.46889532312925175
0.7978333244897962	0.3331554625850338
0.8178847591836734	0.21566331462585026
0.8377214102040815	0.13303291666666667
0.8575944530612246	0.07592126360544214
0.8777594979591838	0.03956018044217687
0.8975919600000002	0.018735930333333334
0.9174492791666666	0.008253186909722224
0.9376431159999999	0.0032233718666666673
1.0205136799999999	0.0
