U.C[V]	I.C[A/cm2]
0.19910682244897956	3.6482548129251704
0.24909115306122442	3.5764291156462598
0.2985507306122451	3.4927576700680274
0.3490122999999998	3.389545510204081
0.3987966306122448	3.2512078061224496
0.4488086979591836	3.0785840306122463
0.49783063877551015	2.858997534013606
0.5482902428571426	2.559478656462585
0.597514163265306	2.1620860034013605
0.6481480530612244	1.6565867006802728
0.697338293877551	1.1003736904761905
0.7473365	0.6335613690476192
0.777302942857143	0.40097784693877536
0.7969069673469388	0.2770194013605441
0.8169684387755102	0.17960232312925167
0.8368853632653058	0.11118621768707483
0.8566814632653061	0.06403857040816324
0.8767092632653057	0.03412040204081631
0.8966923599999997	0.01719693766666667
0.9161798920000002	0.009119275666666668
0.9365335583333332	0.004194353159722221
0.9689213458333331	0.0
